make,model,price,fuel,year,kms,power,doors,shift,is_professional,province
SEAT,León,1500,Diésel,2001.0,152000,,5,Manual,False,Barcelona
RENAULT,Kangoo,3950,Diésel,2007.0,197000,,5,Manual,False,Toledo
VOLKSWAGEN,Golf,11500,Gasolina,1991.0,240000,160.0,3,Manual,False,Lleida
VOLVO,S80,4999,Diésel,2007.0,262000,163.0,4,Manual,False,Barcelona
SEAT,León,13990,Gasolina,2017.0,68000,110.0,5,Manual,True,Barcelona
FORD,Focus,3500,Diésel,2008.0,210000,,5,Manual,False,Castellón
MERCEDES-BENZ,Clase E,36800,Diésel,2019.0,28800,194.0,4,Automático,True,Madrid
CITROEN,C4,1300,Diésel,2007.0,325000,,5,Manual,False,Lleida
TOYOTA,Prius,18750,Híbrido,2017.0,52000,122.0,5,Automático,True,Sevilla
RENAULT,Talisman,15915,Diésel,2017.0,60447,110.0,4,Manual,True,Navarra
FORD,SMAX,9990,Diésel,2012.0,89000,140.0,5,Manual,True,Cádiz
VOLKSWAGEN,Passat,350,Diésel,2000.0,350000,,5,Manual,False,Cáceres
HYUNDAI,IONIQ,17990,Híbrido,2017.0,24000,141.0,5,Automático,False,Madrid
JEEP,Compass,28600,Gasolina,2020.0,7500,140.0,5,Manual,True,Madrid
VOLKSWAGEN,Polo,14500,Gasolina,2020.0,6508,80.0,5,Manual,True,Lleida
AUDI,A3,29900,Diésel,2020.0,6516,150.0,5,Automático,True,Málaga
BMW,Serie 3,10500,Gasolina,2006.0,165000,218.0,4,Automático,False,Barcelona
AUDI,SQ5,34900,Diésel,2014.0,138100,313.0,5,Automático,True,Barcelona
FIAT,Cinquecento,1100,Gasolina,2010.0,145,,3,Manual,False,Alicante
CITROEN,C3,1850,Diésel,2002.0,300000,92.0,5,Manual,False,Huesca
CITROEN,Xsara Picasso,1990,Gasolina,2002.0,267000,95.0,5,Manual,True,Barcelona
RENAULT,Talisman,16900,Diésel,2016.0,101000,110.0,4,Automático,False,Murcia
NISSAN,QASHQAI,25400,Diésel,2020.0,1,150.0,5,Manual,True,Barcelona
BMW,Serie 1,16600,Diésel,2016.0,60510,116.0,5,Automático,True,Málaga
BMW,Serie 1,11500,Diésel,2015.0,150000,116.0,5,Manual,False,Murcia
VOLKSWAGEN,Scirocco,10475,Gasolina,2010.0,98125,122.0,3,Manual,True,Madrid
SEAT,León,29900,Híbrido enchufable,2020.0,500,204.0,5,Automático,True,Madrid
HYUNDAI,i20,12990,Gasolina,2020.0,5609,100.0,5,Manual,True,Madrid
VOLKSWAGEN,Transporter,3750,Diésel,1996.0,330037,102.0,4,Manual,False,Barcelona
MITSUBISHI,Outlander,14900,Híbrido enchufable,2015.0,148308,203.0,5,Automático,True,Madrid
CHEVROLET,Orlando,6900,Diésel,2012.0,183000,163.0,5,Manual,True,Salamanca
CITROEN,C3 Aircross,16500,Gasolina,2020.0,1,110.0,5,Manual,True,Cuenca
FORD,Fiesta,14500,Gas licuado (GLP),2020.0,0,75.0,5,Manual,True,Toledo
FIAT,Punto,830,Gasolina,2001.0,160000,,3,Manual,False,Zamora
SUBARU,XV,27990,Híbrido,2019.0,10780,150.0,5,Automático,True,Pontevedra
AUDI,Q5,10495,Gasolina,2010.0,225000,211.0,5,Automático,True,Madrid
NISSAN,QASHQAI,24800,Diésel,2020.0,10,115.0,5,Manual,True,Toledo
PEUGEOT,Expert,23690,Diésel,2018.0,28008,120.0,4,Manual,True,Barcelona
MERCEDES-BENZ,Clase GLA,33900,Diésel,2019.0,3000,136.0,5,Automático,True,Barcelona
PEUGEOT,2008,13400,Gasolina,2019.0,16601,82.0,5,Manual,True,Málaga
LAND-ROVER,Range Rover Evoque,26950,Diésel,2015.0,70000,150.0,5,Automático,True,Granada
VOLKSWAGEN,Passat,3700,Gasolina,2005.0,220000,115.0,4,Manual,True,Murcia
DACIA,Sandero,11900,Diésel,2020.0,1,95.0,5,Manual,True,Toledo
PEUGEOT,Partner,15750,Diésel,2020.0,1,98.0,3,Manual,True,Toledo
FORD,Focus,17990,Gasolina,2019.0,44468,125.0,5,Manual,True,Barcelona
AUDI,A4,22200,Gasolina,2019.0,50904,150.0,4,Automático,True,Valencia
AUDI,A3,2300,Gasolina,2001.0,230000,,5,Manual,False,Córdoba
VOLKSWAGEN,Polo,6900,Diésel,2015.0,127000,,5,Manual,False,Granada
TOYOTA,Land Cruiser,18999,Diésel,2008.0,260000,173.0,5,Automático,False,Valencia
MINI,Countryman,21490,Gasolina,2017.0,30840,136.0,5,Manual,True,Madrid
BMW,X1,18500,Diésel,2017.0,139000,150.0,5,Manual,True,Cádiz
PEUGEOT,3008 Hybrid,46000,Híbrido enchufable,2020.0,50,300.0,5,Automático,True,Alicante
SEAT,León,18590,Diésel,2019.0,12370,115.0,5,Manual,True,Madrid
TOYOTA,Carina E,1800,Gasolina,1993.0,230000,,4,Manual,False,Las Palmas
RENAULT,Mégane,5900,Gasolina,2010.0,73000,,3,Manual,False,Pontevedra
FIAT,Uno,800,Gasolina,1992.0,132500,,5,Manual,False,Valladolid
SEAT,Arona,18500,Gasolina,2019.0,17000,115.0,5,Automático,True,Zaragoza
HONDA,Accord,6600,Diésel,2008.0,174000,150.0,4,Manual,True,A Coruña
RENAULT,Scénic,1800,Diésel,2002.0,200000,,5,Manual,False,Alicante
VOLKSWAGEN,Polo,7900,Diésel,2013.0,179000,75.0,5,Manual,True,Valencia
DAEWOO,Lanos,1000,Gasolina,1997.0,98000,106.0,5,Manual,False,Madrid
TOYOTA,Land Cruiser,29900,Diésel,2016.0,141000,177.0,5,Manual,True,Asturias
SEAT,Córdoba,1150,Gasolina,2005.0,190000,,5,Manual,False,Girona
VOLKSWAGEN,Polo,8990,Diésel,2014.0,116638,75.0,5,Manual,True,Madrid
VOLVO,S60,47000,Híbrido enchufable,2020.0,16500,390.0,4,Automático,True,Valladolid
BMW,Serie 1,9990,Diésel,2012.0,191000,143.0,5,Automático,False,Murcia
AUDI,A1,15990,Gasolina,2017.0,42990,125.0,5,Manual,True,Madrid
AUDI,A6,25800,Diésel,2016.0,85374,190.0,4,Automático,True,Madrid
SEAT,León,8990,Diésel,2016.0,131000,110.0,5,Manual,True,Cantabria
VOLKSWAGEN,Golf,900,Gasolina,1993.0,81300,75.0,3,Manual,False,Madrid
AUDI,A4,4500,Diésel,2002.0,275000,,4,Manual,False,A Coruña
CITROEN,C4 Spacetourer,14700,Diésel,2018.0,112291,100.0,5,Manual,True,Granada
DACIA,Logan,6990,Diésel,2017.0,29000,90.0,5,Manual,True,Las Palmas
TOYOTA,Auris,11900,Diésel,2016.0,94473,112.0,5,Manual,True,Barcelona
KIA,Rio,10490,Gasolina,2018.0,45000,84.0,5,Manual,True,Alicante
FIAT,500,11500,Gasolina,2019.0,23550,69.0,3,Automático,True,Málaga
LANCIA,Phedra,3500,Diésel,2004.0,164000,,5,Manual,False,Álava
FORD,Mustang,30900,Gasolina,2017.0,95000,314.0,2,Automático,True,Madrid
DACIA,Duster,7999,Diésel,2015.0,199999,109.0,5,Manual,True,Málaga
JAGUAR,EPace,41990,Gasolina,2018.0,24000,249.0,5,Automático,True,Las Palmas
BMW,Serie 3,8500,Diésel,2007.0,134000,177.0,4,Manual,True,Zaragoza
HYUNDAI,TUCSON,20900,Diésel,2019.0,14000,116.0,5,Manual,True,Sevilla
VOLKSWAGEN,Golf,35095,Diésel,2020.0,0,150.0,5,Automático,True,Vizcaya
MERCEDES-BENZ,Clase A,20600,Gasolina,2016.0,82627,156.0,5,Automático,True,Badajoz
VOLKSWAGEN,Passat,9500,Diésel,2013.0,167600,140.0,4,Automático,False,Cáceres
MINI,MINI,4200,Gasolina,2002.0,121000,90.0,3,Manual,False,Castellón
ALFA ROMEO,MiTo,5995,Gasolina,2010.0,120000,78.0,3,Manual,True,Madrid
MERCEDES-BENZ,Clase E,3100,Diésel,2003.0,400000,,5,Automático,False,Huesca
FIAT,Tipo,11900,Gasolina,2019.0,5500,95.0,5,Manual,True,Sevilla
HONDA,Prelude,4500,Gasolina,1998.0,179000,185.0,2,Manual,False,Navarra
FIAT,Qubo,11990,Diésel,2019.0,10600,80.0,5,Manual,True,Madrid
OPEL,Astra,11900,Diésel,2018.0,53744,110.0,5,Manual,True,Las Palmas
SEAT,León,10999,Diésel,2017.0,93350,115.0,5,Manual,True,Sevilla
AUDI,A3,15950,Diésel,2016.0,118000,110.0,4,Manual,False,Murcia
LEXUS,RX300,5500,Gasolina,2003.0,270000,204.0,5,Automático,False,Ciudad Real
VOLKSWAGEN,Phaeton,7000,Diésel,2010.0,160000,,5,Automático,False,Madrid
VOLKSWAGEN,Passat,1800,Gasolina,2000.0,257000,125.0,4,Manual,False,Valladolid
VOLKSWAGEN,Golf Sportsvan,13200,Diésel,2016.0,119000,150.0,5,Manual,True,Sevilla
FIAT,Doblò,2699,Diésel,2008.0,280000,105.0,5,Manual,True,Alicante
KIA,ceed,17790,Gasolina,2019.0,3685,140.0,5,Manual,True,Córdoba
SEAT,Ateca,26500,Diésel,2019.0,19400,150.0,5,Manual,True,Madrid
MITSUBISHI,Space Star,9250,Gasolina,2019.0,32760,80.0,5,Manual,True,Madrid
CITROEN,C3,1990,Gasolina,2005.0,158000,61.0,5,Manual,True,Barcelona
BMW,Serie 1,4150,Diésel,2008.0,200000,,3,Manual,False,Málaga
HYUNDAI,i40,17490,Diésel,2018.0,23145,115.0,4,Manual,True,Orense
LAND-ROVER,Range Rover Sport,86000,Diésel,2019.0,12000,249.0,5,Automático,True,Huelva
SEAT,Terra,1500,Gasolina,1990.0,136800,,3,Manual,False,Alicante
KIA,ceed,18900,Gasolina,2020.0,15,120.0,5,Manual,True,Alicante
PEUGEOT,Partner,15190,Diésel,2019.0,26594,98.0,3,Manual,True,Madrid
PEUGEOT,508,16500,Diésel,2015.0,54000,140.0,5,Manual,True,Cádiz
VOLVO,V60 Cross Country,45900,Diésel,2020.0,5,190.0,5,Automático,True,Valladolid
NISSAN,JUKE,13700,Gasolina,2019.0,28076,112.0,5,Manual,True,Alicante
FIAT,Talento,22500,Diésel,2020.0,1,120.0,5,Manual,True,Valladolid
FORD,EcoSport,15900,Gasolina,2018.0,20000,125.0,5,Automático,True,Pontevedra
KIA,ceed,6450,Diésel,2013.0,155000,90.0,5,Manual,True,Barcelona
CITROEN,Grand C4 Picasso,13500,Diésel,2015.0,99000,115.0,5,Manual,True,Sevilla
FORD,Kuga,11999,Diésel,2010.0,133180,163.0,5,Manual,True,Murcia
VOLKSWAGEN,Tiguan,17990,Gasolina,2018.0,44600,125.0,5,Manual,True,Las Palmas
AUDI,A3,24500,Gasolina,2019.0,28000,116.0,5,Automático,True,Barcelona
FORD,Fiesta,2200,Gasolina,2006.0,156800,,3,Manual,False,Las Palmas
CITROEN,C4,2000,Diésel,2006.0,350000,92.0,5,Manual,False,Murcia
VOLKSWAGEN,Golf,17490,Diésel,2015.0,81932,150.0,5,Automático,True,Valencia
PEUGEOT,Partner,11900,Diésel,2017.0,52000,75.0,4,Manual,True,Barcelona
MERCEDES-BENZ,Clase C,8000,Diésel,2010.0,260000,,5,Automático,False,Jaén
VOLKSWAGEN,Caddy,12500,Diésel,2016.0,78434,102.0,4,Manual,True,Madrid
FORD,Mustang,50000,Gasolina,2019.0,10000,440.0,2,Automático,False,Murcia
HONDA,Accord,3650,Gasolina,2004.0,208000,,5,Manual,False,Málaga
MITSUBISHI,L200,35000,Diésel,2020.0,1145,150.0,4,Automático,False,Málaga
OPEL,Mokka X,15750,Gasolina,2019.0,12005,140.0,5,Manual,True,Valencia
RENAULT,Mégane,4600,Diésel,2009.0,205000,130.0,3,Manual,False,Barcelona
OPEL,Astra,22900,Gasolina,2020.0,700,130.0,5,Manual,True,Salamanca
LANCIA,Lybra,1000,Diésel,2003.0,235000,,4,Manual,False,Murcia
BMW,Serie 1,11950,Diésel,2012.0,136112,143.0,5,Manual,True,Alicante
RENAULT,Mégane,13100,Diésel,2018.0,53283,110.0,5,Manual,True,Sevilla
PEUGEOT,308,9900,Gasolina,2016.0,97000,130.0,5,Manual,True,Madrid
BMW,X5,43900,Diésel,2017.0,20390,258.0,5,Automático,True,Barcelona
HONDA,CRV,23500,Gasolina,2020.0,18,173.0,5,Manual,True,Madrid
RENAULT,Scénic,1200,Diésel,2002.0,250000,,5,Manual,False,Granada
MERCEDES-BENZ,Clase B,12500,Diésel,2012.0,168000,109.0,5,Automático,False,Valencia
PEUGEOT,206,2500,Diésel,2006.0,134000,,3,Manual,False,Córdoba
AUDI,A4,17990,Diésel,2017.0,106000,150.0,5,Automático,True,Pontevedra
VOLKSWAGEN,Tiguan,13500,Gasolina,2011.0,100000,200.0,5,Automático,True,Alicante
CITROEN,C5,500,Diésel,2001.0,400000,,5,Manual,False,Asturias
NISSAN,JUKE,6990,Gasolina,2013.0,107000,94.0,5,Manual,False,Barcelona
AUDI,A5,20000,Diésel,2012.0,122000,245.0,2,Automático,False,Castellón
FIAT,Tipo,11950,Diésel,2017.0,82446,120.0,5,Manual,True,Huelva
VOLKSWAGEN,Scirocco,13960,Gasolina,2013.0,107231,122.0,3,Manual,True,Salamanca
KIA,ceed,25500,Diésel,2021.0,0,136.0,5,Manual,True,Asturias
HONDA,HRV,18900,Gasolina,2017.0,49000,130.0,5,Automático,True,Madrid
FIAT,500,9990,Gasolina,2018.0,38156,69.0,3,Manual,True,Barcelona
LAND-ROVER,Range Rover Sport,18500,Diésel,2012.0,260000,256.0,5,Automático,True,Baleares
CHEVROLET,Aveo,4900,Gasolina,2011.0,90000,101.0,5,Automático,True,Málaga
BMW,Serie 3,3500,Diésel,2005.0,240000,150.0,4,Manual,False,Huesca
HYUNDAI,Trajet,3000,Diésel,2001.0,138000,112.0,5,Manual,False,Sevilla
PEUGEOT,508,12480,Diésel,2016.0,120000,120.0,5,Manual,True,Córdoba
RENAULT,Mégane,800,Diésel,2002.0,325000,,5,Manual,False,Cádiz
RENAULT,R5,600,Gasolina,1991.0,200000,,5,Manual,False,Pontevedra
RENAULT,Mégane,6700,Gasolina,2014.0,120800,115.0,5,Manual,True,Cantabria
HYUNDAI,Kona,33990,Eléctrico,2020.0,10,204.0,5,Automático,True,Madrid
HYUNDAI,TUCSON,18999,Diésel,2016.0,70679,141.0,5,Automático,True,Málaga
TOYOTA,Yaris,9400,Gasolina,2016.0,12735,69.0,5,Manual,False,Alicante
FIAT,Doblò,9800,Diésel,2016.0,61224,90.0,5,Manual,True,Málaga
OPEL,Astra,2500,Gasolina,1992.0,114000,,3,Manual,False,Navarra
OPEL,Corsa,5500,Gasolina,2012.0,75000,100.0,5,Manual,False,Zaragoza
TOYOTA,Auris,11900,Diésel,2016.0,133000,90.0,5,Manual,True,Las Palmas
MERCEDES-BENZ,Clase E,37800,Gasolina,2018.0,65315,245.0,2,Automático,True,Badajoz
VOLKSWAGEN,Tiguan,32990,Diésel,2018.0,72767,190.0,5,Automático,True,A Coruña
RENAULT,Scénic,2000,Diésel,2007.0,207000,105.0,5,Manual,False,Barcelona
SEAT,León,15900,Gasolina,2016.0,27458,125.0,5,Manual,True,Tenerife
KIA,Sportage,20900,Gasolina,2019.0,11456,132.0,5,Manual,True,Girona
CHRYSLER,300C,6490,Gasolina,2004.0,160000,253.0,5,Automático,True,Barcelona
MAZDA,CX7,10500,Diésel,2011.0,129000,,5,Manual,False,Asturias
PEUGEOT,Boxer,16400,Diésel,2018.0,95000,130.0,4,Manual,True,Madrid
PEUGEOT,407,2790,Diésel,2005.0,200000,136.0,4,Manual,True,Madrid
AUDI,A3,29500,Gasolina,2019.0,15000,190.0,4,Automático,True,Tarragona
FIAT,Bravo,5499,Diésel,2008.0,168000,120.0,5,Manual,True,Córdoba
DACIA,Logan,1800,Gasolina,2006.0,135000,75.0,4,Manual,True,La Rioja
BMW,Serie 1,8500,Diésel,2008.0,170000,,3,Manual,False,Valencia
VOLKSWAGEN,Golf,12000,Gasolina,2009.0,209,,5,Manual,False,Baleares
RENAULT,Grand Scénic,3450,Diésel,2007.0,165000,130.0,5,Manual,True,Madrid
OPEL,Zafira,8300,Diésel,2014.0,128000,125.0,5,Manual,True,Castellón
SEAT,León,15900,Diésel,2019.0,28795,115.0,5,Manual,True,Málaga
NISSAN,eNV200,19425,Eléctrico,2016.0,25650,109.0,5,Automático,True,Valencia
AUDI,A4,5500,Diésel,2005.0,194000,,4,Manual,False,Tarragona
RENAULT,Clio III,2250,Gasolina,2007.0,182000,,3,Manual,False,Las Palmas
VOLKSWAGEN,Scirocco,8490,Diésel,2009.0,170674,140.0,3,Manual,True,Barcelona
BMW,X5,5500,Diésel,2005.0,400000,,5,Automático,False,Murcia
SEAT,ALTEA,8990,Gasolina,2014.0,96000,125.0,5,Manual,True,Madrid
PEUGEOT,Rifter,18000,Gasolina,2018.0,35800,110.0,5,Manual,False,Girona
VOLKSWAGEN,Golf,15900,Diésel,2015.0,149000,150.0,5,Automático,True,A Coruña
VOLKSWAGEN,Golf,10900,Diésel,2011.0,123600,105.0,5,Manual,True,Almería
VOLKSWAGEN,Scirocco,9200,Diésel,2009.0,170000,140.0,3,Manual,True,Ciudad Real
PEUGEOT,ion,12500,Eléctrico,2017.0,13680,67.0,5,Automático,True,Cáceres
FORD,Tourneo Courier,10800,Diésel,2016.0,99900,95.0,5,Manual,True,Lleida
AUDI,A4,30900,Diésel,2018.0,42000,150.0,5,Automático,True,Pontevedra
RENAULT,Mégane,9500,Diésel,2016.0,110000,110.0,5,Manual,True,Sevilla
OPEL,Corsa,2500,Gasolina,2007.0,190000,80.0,3,Manual,False,Valencia
BMW,Serie 7,6000,Diésel,2004.0,321000,218.0,4,Automático,True,Valencia
VOLKSWAGEN,Golf,3200,Diésel,2000.0,45000,,2,Manual,False,Granada
DACIA,Logan,2995,Gasolina,2007.0,91000,75.0,4,Manual,True,Barcelona
MERCEDES-BENZ,Clase C,17900,Gasolina,2016.0,109418,156.0,4,Manual,True,Madrid
RENAULT,Mégane,11500,Gasolina,2008.0,158000,,3,Manual,False,Tarragona
FORD,Ranger,16990,Diésel,2013.0,130000,150.0,4,Manual,True,Las Palmas
BMW,X6,42900,Diésel,2017.0,68000,258.0,5,Automático,True,Madrid
MERCEDES-BENZ,Clase C,14999,Diésel,2011.0,179000,204.0,2,Automático,True,Badajoz
AUDI,A5,13900,Diésel,2008.0,199000,190.0,2,Automático,True,A Coruña
LAND-ROVER,Range Rover Evoque,34900,Diésel,2018.0,15000,180.0,5,Manual,True,Murcia
SEAT,Altea XL,3690,Diésel,2007.0,280000,140.0,5,Automático,True,Vizcaya
TOYOTA,Rav4,25900,Híbrido,2018.0,47237,197.0,5,Manual,True,Barcelona
SEAT,ALTEA,2800,Diésel,2005.0,270000,105.0,5,Manual,False,Cantabria
BMW,X1,11500,Diésel,2012.0,181000,143.0,5,Manual,True,Madrid
SEAT,Alhambra,21900,Diésel,2017.0,70900,184.0,5,Manual,True,Barcelona
PEUGEOT,Expert,13600,Diésel,2018.0,105028,95.0,4,Manual,True,Sevilla
MERCEDES-BENZ,Clase A,12450,Diésel,2014.0,136000,109.0,5,Automático,True,Barcelona
AUDI,A4,4200,Diésel,2002.0,138000,,4,Manual,False,Badajoz
LAND-ROVER,Range Rover Evoque,41900,Híbrido,2020.0,3000,150.0,5,Automático,True,Jaén
AUDI,A4,2000,Diésel,1998.0,245000,110.0,4,Manual,False,Ciudad Real
AUDI,A4,15350,Diésel,2015.0,134000,150.0,5,Manual,True,Valladolid
MINI,MINI,17990,Gasolina,2017.0,32400,136.0,3,Automático,True,Lleida
PEUGEOT,308,22850,Diésel,2021.0,1,130.0,5,Manual,True,Madrid
VOLKSWAGEN,New Beetle,3900,Gasolina,2000.0,82260,102.0,3,Manual,True,Barcelona
BMW,Serie 2 Active Tourer,16900,Diésel,2016.0,124000,116.0,5,Manual,True,Pontevedra
AUDI,Q2,20900,Diésel,2017.0,69800,116.0,5,Manual,True,A Coruña
VOLKSWAGEN,Golf,30900,Gasolina,2017.0,49600,245.0,5,Automático,True,Pontevedra
MAZDA,CX5,25900,Gasolina,2020.0,28,165.0,5,Manual,True,A Coruña
VOLKSWAGEN,Golf,20000,Diésel,2018.0,65000,150.0,5,Automático,False,Barcelona
MERCEDES-BENZ,Clase R,13900,Gasolina,2007.0,159000,272.0,5,Automático,True,Valencia
MERCEDES-BENZ,Sprinter,29499,Diésel,2017.0,53853,143.0,4,Manual,True,Las Palmas
BMW,Serie 1,11800,Diésel,2012.0,116000,116.0,5,Automático,False,Albacete
CITROEN,Xsara Picasso,3200,Diésel,2010.0,247000,,5,Manual,False,Cádiz
AUDI,A4,4500,Diésel,2006.0,240000,140.0,4,Automático,True,Sevilla
RENAULT,Mégane,18900,Gasolina,2019.0,20200,140.0,5,Manual,True,Zaragoza
VOLVO,S40,1900,Diésel,2005.0,181450,136.0,4,Manual,True,Barcelona
RENAULT,Mégane,2300,Gasolina,2006.0,249000,,3,Manual,False,Tenerife
BMW,Serie 3,2500,Diésel,2002.0,220,,5,Manual,False,Valencia
SUZUKI,Baleno,700,Gasolina,1999.0,151000,,5,Manual,False,Sevilla
AUDI,A3,9699,Diésel,2012.0,196000,105.0,5,Manual,False,Cuenca
SEAT,León,12750,Gasolina,2015.0,113500,,5,Manual,True,Salamanca
PEUGEOT,208,8000,Diésel,2016.0,102000,75.0,5,Manual,True,Barcelona
VOLKSWAGEN,California,23500,Diésel,2008.0,188648,130.0,4,Manual,False,Asturias
MERCEDES-BENZ,Clase S,3000,Diésel,2003.0,376000,204.0,4,Automático,False,Murcia
CITROEN,C5,2900,Diésel,2005.0,134000,138.0,5,Manual,False,Córdoba
SEAT,ALTEA,2500,Diésel,2008.0,362824,,5,Manual,False,Teruel
RENAULT,Mégane,15600,Gasolina,2017.0,53407,130.0,5,Manual,True,Madrid
MERCEDES-BENZ,Clase A,24300,Diésel,2016.0,99000,136.0,5,Automático,True,Huelva
BMW,Serie 4,28900,Diésel,2017.0,49745,190.0,5,Automático,True,Madrid
SKODA,Superb,25000,Gasolina,2018.0,35000,150.0,5,Manual,False,Barcelona
FIAT,Tipo,7390,Gas licuado (GLP),2018.0,99990,120.0,4,Manual,True,Madrid
VOLKSWAGEN,Scirocco,7500,Gasolina,2010.0,127500,122.0,3,Manual,False,Sevilla
AUDI,RS6,74990,Gasolina,2015.0,68000,560.0,5,Automático,True,Alicante
OPEL,Corsa,4200,Diésel,2007.0,200000,90.0,5,Manual,True,A Coruña
NISSAN,NOTE,2600,Gasolina,2007.0,214000,,5,Manual,False,Jaén
BMW,X4,58990,Diésel,2018.0,20560,326.0,5,Automático,True,A Coruña
AUDI,S6,17900,Gasolina,2008.0,245000,,5,Automático,False,Tarragona
MERCEDES-BENZ,Clase A,29800,Gasolina,2019.0,29000,163.0,5,Automático,True,Madrid
FORD,Fiesta,4499,Diésel,2009.0,125000,68.0,3,Manual,True,Asturias
AUDI,Q5,31500,Diésel,2017.0,80771,163.0,5,Automático,True,Alicante
AUDI,A4,24490,Diésel,2016.0,125000,190.0,5,Automático,True,Madrid
SSANGYONG,Rodius,12500,Diésel,2014.0,135000,155.0,5,Manual,True,Tarragona
FORD,Galaxy,17500,Diésel,2017.0,119891,150.0,5,Automático,True,Ciudad Real
BENTLEY,Continental GT,42000,Gasolina,2006.0,90400,560.0,2,Automático,False,Cantabria
LAND-ROVER,Range Rover Sport,9000,Diésel,2007.0,358000,,5,Automático,False,Barcelona
BMW,Serie 5,1700,Diésel,2000.0,280,,5,Manual,False,Barcelona
TOYOTA,Avensis,14490,Diésel,2015.0,59990,143.0,4,Manual,True,Alicante
SMART,fortwo,5990,Gasolina,2013.0,70000,71.0,3,Automático,True,Valencia
CITROEN,C4,9500,Gasolina,2015.0,111163,110.0,5,Manual,True,Barcelona
FIAT,124 Spider,17950,Gasolina,2017.0,23000,140.0,2,Manual,True,Las Palmas
RENAULT,Kangoo Combi,6190,Diésel,2017.0,159000,75.0,4,Manual,True,Cuenca
AUDI,A6,23600,Diésel,2016.0,95630,150.0,5,Manual,True,Las Palmas
SEAT,Arona,15900,Gas natural (CNG),2019.0,1028,90.0,5,Manual,True,Castellón
CITROEN,Jumpy,11400,Diésel,2010.0,101000,139.0,4,Manual,False,Valladolid
BMW,X6,43500,Diésel,2017.0,139000,313.0,5,Automático,True,Albacete
AUDI,Q3,33990,Diésel,2020.0,9900,150.0,5,Automático,True,Zamora
TOYOTA,Rav4,7400,Diésel,2009.0,206000,177.0,5,Manual,False,Málaga
BMW,Z3,39999,Gasolina,1998.0,145000,321.0,2,Manual,True,Salamanca
SKODA,Karoq,27500,Gasolina,2020.0,1,150.0,5,Manual,True,Tarragona
FORD,KA,7900,Gasolina,2016.0,41219,69.0,3,Manual,True,Madrid
OPEL,Astra,8480,Gasolina,2017.0,76000,125.0,5,Manual,True,Las Palmas
DS,DS 5,21900,Diésel,2018.0,47718,181.0,5,Automático,True,Cáceres
RENAULT,Mégane,3200,Gasolina,2004.0,140000,136.0,4,Manual,True,Barcelona
RENAULT,19,800,Diésel,2003.0,180000,,5,Manual,False,A Coruña
CITROEN,Grand C4 Spacetourer,29500,Diésel,2020.0,1,130.0,5,Manual,True,Madrid
CITROEN,Grand C4 Picasso,4790,Diésel,2008.0,170000,110.0,5,Manual,True,Vizcaya
PORSCHE,Boxster,13990,Gasolina,2003.0,151000,228.0,2,Manual,True,Burgos
RENAULT,Mégane,5500,Gasolina,2011.0,162000,110.0,5,Manual,False,Madrid
HYUNDAI,TUCSON,17900,Diésel,2018.0,46000,115.0,5,Manual,True,Sevilla
AUDI,A4,3800,Gasolina,2001.0,160000,,5,Manual,False,Castellón
BMW,Serie 3,17800,Diésel,2015.0,152630,184.0,5,Automático,True,Sevilla
CHRYSLER,300M,2850,Gasolina,1999.0,194200,,5,Automático,False,Barcelona
VOLVO,V60,28900,Diésel,2018.0,29489,190.0,5,Manual,True,Alicante
SEAT,Ibiza,11150,Gasolina,2019.0,7558,80.0,5,Manual,True,Madrid
HONDA,HRV,18500,Gasolina,2017.0,38563,130.0,5,Manual,True,Madrid
SEAT,Ibiza,6000,Diésel,2007.0,108000,100.0,5,Manual,False,Alicante
FIAT,500C,11300,Gasolina,2019.0,9860,69.0,2,Manual,True,Madrid
AUDI,Q3,38880,Diésel,2020.0,12,150.0,5,Automático,True,Madrid
TOYOTA,Corolla,2100,Gasolina,2002.0,240853,,5,Manual,False,Madrid
AUDI,A3,5700,Gasolina,2006.0,188000,115.0,5,Manual,False,Valladolid
DS,DS 4,14130,Diésel,2017.0,29667,120.0,5,Manual,True,Alicante
MAZDA,MX5,7800,Gasolina,2001.0,120000,110.0,2,Manual,False,Alicante
PORSCHE,Panamera,31000,Diésel,2012.0,185000,250.0,5,Automático,False,Vizcaya
FORD,Fiesta,16500,Gasolina,2020.0,5000,140.0,5,Manual,True,Teruel
LAND-ROVER,Range Rover Sport,95900,Gasolina,2018.0,25900,525.0,5,Automático,True,Barcelona
NISSAN,Almera Tino,400,Diésel,2001.0,279000,,4,Manual,False,Murcia
AUDI,A5,13900,Diésel,2011.0,136000,170.0,2,Manual,True,Barcelona
PEUGEOT,108,8700,Gasolina,2019.0,18936,72.0,5,Manual,True,Baleares
TOYOTA,Verso,4500,Diésel,2009.0,206000,,5,Manual,False,Madrid
CITROEN,C1,8990,Gasolina,2018.0,21100,82.0,5,Manual,False,Alicante
SEAT,Córdoba,300,Gasolina,1998.0,200000,,5,Manual,False,Tenerife
VOLKSWAGEN,Golf,21590,Gasolina,2014.0,89000,220.0,5,Manual,False,Burgos
BMW,X5,38900,Híbrido enchufable,2017.0,49000,313.0,5,Automático,True,Las Palmas
RENAULT,Talisman,14250,Diésel,2016.0,110200,130.0,4,Manual,True,Madrid
NISSAN,Micra,2400,Gasolina,2007.0,120000,80.0,5,Manual,False,Las Palmas
